id_imovel,tipo_imovel,zona,area_m2,quartos,casas_banho,andar,ano_construcao,estado_conservacao,orientacao_solar,vista,certificacao_energetica,distancia_centro_km,distancia_metro_km,distancia_escola_km,distancia_hospital_km,score_localizacao,tem_garagem,tem_piscina,tem_varanda,tem_arrecadacao,tem_elevador,tem_ar_condicionado,tem_lareira,tem_jardim,preco,preco_categoria
IMV01605,Penthouse,Zona Industrial,180,4,2,3,2021,Novo,Sudeste,Rua,B,8.7,0.16,0.38,1.88,4,False,False,False,False,False,False,False,False,319900.0,Alto
IMV01606,Moradia,Zona Comercial,192,5,3,0,2023,Novo,Norte,Rua,A+,3.6,0.14,0.53,1.88,6,True,False,True,True,True,False,False,False,615200.0,Alto
IMV01607,Moradia,Zona Premium,155,5,2,0,2021,Novo,Sul,Rua,A,4.0,0.45,1.68,5.14,7,False,True,False,True,True,False,False,False,687300.0,Alto
IMV01608,Moradia,Centro Histórico,103,2,1,0,2020,Novo,Noroeste,Rua,B,0.9,0.45,0.06,0.17,8,False,False,False,False,False,False,False,False,304400.0,Alto
IMV01609,Penthouse,Periferia,129,3,2,7,2004,Razoável,Sul,Serra,C,8.7,0.05,0.2,9.86,5,True,False,False,False,False,False,False,False,187700.0,Médio
IMV01610,Estúdio,Zona Industrial,61,1,1,3,2021,Novo,Sul,Jardim,B,9.5,0.82,0.39,2.45,3,False,False,False,False,False,False,False,False,51500.0,Baixo
IMV01611,Estúdio,Zona Industrial,51,2,2,0,2020,Novo,Oeste,Pátio,A,8.1,0.31,0.21,5.86,4,False,False,False,True,False,False,False,False,46000.0,Baixo
IMV01612,Duplex,Zona Premium,125,3,3,7,2024,Novo,Sudeste,Cidade,B,1.1,1.71,1.15,2.75,5,True,False,False,False,False,False,False,False,509100.0,Alto
IMV01613,Estúdio,Periferia,89,3,2,3,1960,Razoável,Noroeste,Pátio,F,8.6,0.06,0.36,3.36,5,False,False,False,False,False,False,False,False,59100.0,Baixo
IMV01614,Moradia,Zona Premium,189,3,2,0,2021,Novo,Nordeste,Jardim,B,2.9,0.17,0.11,9.98,8,False,False,True,False,True,True,False,False,902400.0,Alto
IMV01615,Moradia,Centro Histórico,186,4,2,0,1975,Para Remodelar,Norte,Pátio,D,1.8,1.26,0.61,5.55,5,False,False,True,True,False,True,False,False,346600.0,Alto
IMV01616,Estúdio,Bairro Residencial,60,1,1,0,2008,Razoável,Oeste,Pátio,B,5.9,2.32,0.48,0.85,4,True,False,True,False,False,False,True,False,85400.0,Baixo
IMV01617,Penthouse,Bairro Residencial,119,2,1,5,2008,Bom,Sudeste,Rua,D,4.1,0.66,1.54,13.58,4,True,False,False,False,False,False,False,False,282500.0,Médio
IMV01618,Estúdio,Centro Histórico,55,1,1,3,1983,Para Remodelar,Sul,Jardim,D,1.1,0.18,0.12,1.37,8,False,False,False,False,False,False,False,False,61800.0,Baixo
IMV01619,Apartamento,Bairro Residencial,95,3,3,9,2015,Bom,Noroeste,Jardim,C,6.6,1.48,3.75,0.85,3,False,False,False,False,False,False,False,False,146900.0,Baixo
IMV01620,Moradia,Periferia,185,4,2,0,1993,Razoável,Nordeste,Rua,E,7.7,0.6,1.79,6.71,3,False,False,False,True,False,False,False,True,258900.0,Médio
IMV01621,Apartamento,Periferia,100,3,3,4,2006,Razoável,Sudeste,Rua,C,9.4,0.15,0.0,4.74,5,False,False,False,True,False,False,False,False,100400.0,Baixo
IMV01622,Apartamento,Zona Industrial,94,2,1,9,1994,Para Remodelar,Este,Serra,D,10.3,1.56,0.04,1.37,2,False,False,False,False,False,False,False,False,53600.0,Baixo
IMV01623,Apartamento,Zona Comercial,88,2,2,3,1990,Para Remodelar,Sudoeste,Rua,F,1.4,2.13,1.85,4.09,4,False,False,False,False,False,False,False,False,126800.0,Baixo
IMV01624,Moradia,Centro Histórico,101,2,1,0,2020,Novo,Nordeste,Jardim,A,1.1,4.07,0.02,7.98,6,True,True,False,True,False,True,True,True,423300.0,Alto
IMV01625,Duplex,Zona Comercial,99,2,1,3,2019,Bom,Sudoeste,Jardim,A,3.3,1.31,0.1,1.21,5,False,False,False,True,False,True,False,True,290900.0,Médio
IMV01626,Apartamento,Centro Histórico,100,3,2,8,2011,Bom,Oeste,Serra,D,0.0,1.16,0.84,2.25,5,False,True,False,False,True,False,True,False,251100.0,Médio
IMV01627,Moradia,Zona Comercial,108,3,2,0,2021,Novo,Sudoeste,Rua,A+,2.8,0.82,0.08,4.19,6,True,True,False,False,False,True,False,True,417800.0,Alto
IMV01628,Moradia,Periferia,156,4,2,0,2021,Como Novo,Este,Rua,A+,6.5,0.48,1.15,0.81,4,False,False,False,False,False,False,False,False,212200.0,Médio
IMV01629,Penthouse,Zona Industrial,159,3,3,10,2014,Como Novo,Noroeste,Mar,B,8.3,1.51,0.28,1.24,2,False,False,False,False,False,True,True,True,292400.0,Médio
IMV01630,Moradia,Zona Comercial,99,2,2,0,1972,Para Remodelar,Nordeste,Jardim,E,3.6,4.11,1.13,2.19,4,False,False,False,False,False,False,False,True,209100.0,Médio
IMV01631,Estúdio,Centro Histórico,50,1,2,4,1979,Razoável,Sul,Jardim,E,1.4,0.18,0.09,0.97,8,False,False,False,False,False,False,False,False,68800.0,Baixo
IMV01632,Penthouse,Periferia,169,4,3,8,1972,Para Remodelar,Nordeste,Serra,E,6.4,0.41,2.91,0.49,4,False,False,False,False,False,False,False,False,198000.0,Médio
IMV01633,Moradia,Periferia,129,3,2,0,2020,Como Novo,Norte,Jardim,B,9.9,2.54,1.31,2.66,2,True,False,False,False,False,True,False,False,231100.0,Médio
IMV01634,Moradia,Zona Comercial,105,2,1,0,1987,Para Remodelar,Sudoeste,Rua,F,2.7,1.62,2.52,16.02,4,False,False,False,False,True,False,False,False,185100.0,Médio
IMV01635,Estúdio,Periferia,80,2,1,6,1981,Razoável,Sudoeste,Cidade,D,9.2,0.41,0.68,2.99,4,False,False,False,True,False,False,True,False,67500.0,Baixo
IMV01636,Moradia,Centro Histórico,79,2,1,0,2010,Como Novo,Noroeste,Jardim,B,0.0,1.45,0.7,6.17,5,False,False,False,False,False,False,False,False,232400.0,Médio
IMV01637,Moradia,Zona Industrial,121,3,3,0,2022,Como Novo,Noroeste,Pátio,B,9.8,0.77,0.07,3.97,3,False,False,False,False,True,False,False,False,171800.0,Médio
IMV01638,Duplex,Bairro Residencial,96,2,2,4,2010,Como Novo,Norte,Rua,D,4.6,0.52,0.18,2.6,5,True,False,False,False,False,False,False,False,200300.0,Médio
IMV01639,Apartamento,Zona Comercial,80,3,2,5,2009,Razoável,Noroeste,Jardim,C,3.5,0.66,0.47,2.13,6,False,False,True,False,False,False,False,False,128500.0,Baixo
IMV01640,Moradia,Zona Comercial,125,3,2,0,1971,Razoável,Norte,Jardim,E,2.8,0.35,1.51,0.68,6,False,False,True,False,True,False,True,False,300400.0,Alto
IMV01641,Duplex,Zona Industrial,130,4,2,2,1989,Razoável,Nordeste,Jardim,D,11.8,3.59,0.63,0.46,1,False,False,False,False,False,False,True,False,118700.0,Baixo
IMV01642,Moradia,Bairro Residencial,135,3,2,0,2021,Novo,Este,Jardim,A+,6.8,0.21,4.64,0.04,5,True,False,False,False,False,True,False,False,339800.0,Alto
IMV01643,Estúdio,Zona Premium,99,2,2,4,1981,Razoável,Sudeste,Rua,D,1.9,1.01,0.45,0.84,6,False,False,False,False,False,False,True,False,176700.0,Médio
IMV01644,Moradia,Centro Histórico,120,4,3,0,2023,Novo,Sudeste,Rua,A,0.0,1.9,0.19,0.42,6,False,False,True,True,False,False,False,False,415100.0,Alto
IMV01645,Apartamento,Zona Comercial,74,2,2,3,1963,Para Remodelar,Sudeste,Jardim,F,1.1,0.54,2.16,3.15,5,False,False,False,False,False,False,False,False,107000.0,Baixo
IMV01646,Estúdio,Bairro Residencial,71,1,1,5,2013,Bom,Noroeste,Jardim,C,6.3,1.89,1.02,0.78,3,True,False,False,False,False,False,False,True,126200.0,Baixo
IMV01647,Apartamento,Zona Comercial,102,2,1,2,1984,Razoável,Sudoeste,Rua,D,1.1,1.34,2.17,3.04,4,False,False,False,True,False,False,True,False,172300.0,Médio
IMV01648,Estúdio,Centro Histórico,64,1,1,1,2020,Novo,Sudoeste,Rua,A+,0.3,1.54,1.69,7.34,5,True,False,False,False,False,False,False,False,137100.0,Baixo
IMV01649,Penthouse,Zona Industrial,177,5,2,1,1978,Razoável,Este,Pátio,E,11.9,2.39,0.51,1.44,1,True,False,False,True,True,False,False,True,285300.0,Médio
IMV01650,Apartamento,Centro Histórico,92,3,2,6,1974,Razoável,Sul,Serra,D,0.0,2.71,0.71,2.44,5,False,False,False,False,False,False,False,False,168000.0,Médio
IMV01651,Apartamento,Zona Industrial,94,2,1,5,2022,Novo,Sudeste,Jardim,A,9.7,0.14,6.29,4.22,3,False,False,False,False,False,False,False,True,124000.0,Baixo
IMV01652,Apartamento,Zona Premium,101,3,3,4,2009,Razoável,Sudoeste,Pátio,D,4.4,1.7,0.22,0.23,6,False,False,False,False,True,False,False,False,220800.0,Médio
IMV01653,Duplex,Periferia,108,2,2,3,2011,Como Novo,Norte,Rua,C,8.2,0.97,0.24,0.03,4,False,False,False,False,False,False,False,False,144200.0,Baixo
IMV01654,Moradia,Periferia,102,2,1,0,2003,Razoável,Sudeste,Jardim,D,8.7,2.46,1.1,4.27,2,False,False,False,False,False,False,False,False,127000.0,Baixo
IMV01655,Moradia,Centro Histórico,135,3,3,0,2016,Bom,Sul,Rua,A,0.2,0.33,1.01,0.13,7,False,False,False,False,False,False,False,False,404900.0,Alto
IMV01656,Moradia,Bairro Residencial,123,4,2,0,1969,Para Remodelar,Oeste,Rua,F,3.8,1.78,1.54,5.7,3,False,False,False,False,True,False,True,False,172600.0,Médio
IMV01657,Moradia,Zona Premium,204,3,2,0,2022,Novo,Sul,Jardim,B,3.1,0.95,0.89,17.23,6,False,True,False,False,False,True,True,False,924300.0,Alto
IMV01658,Apartamento,Bairro Residencial,89,3,3,0,1968,Para Remodelar,Sul,Rua,D,5.2,4.61,0.18,3.2,4,True,False,False,False,False,False,False,False,108000.0,Baixo
IMV01659,Duplex,Zona Industrial,84,3,2,5,2020,Novo,Este,Rua,A,11.3,3.3,1.45,2.63,1,False,False,False,False,False,False,True,False,117400.0,Baixo
IMV01660,Apartamento,Zona Comercial,49,0,1,9,2020,Como Novo,Norte,Mar,B,3.8,2.81,1.94,3.17,4,True,False,False,False,False,True,True,False,126600.0,Baixo
IMV01661,Penthouse,Periferia,188,3,2,2,1984,Razoável,Oeste,Rua,D,9.0,1.52,0.36,5.15,3,True,True,False,False,True,True,False,False,348300.0,Alto
IMV01662,Penthouse,Zona Comercial,187,3,3,1,1964,Para Remodelar,Este,Rua,D,0.5,3.29,1.22,0.23,4,False,False,False,False,True,True,True,True,456100.0,Alto
IMV01663,Penthouse,Bairro Residencial,144,4,3,3,2001,Bom,Sudeste,Rua,B,3.8,1.53,0.14,0.48,4,False,True,False,False,True,False,True,True,395700.0,Alto
IMV01664,Moradia,Zona Premium,139,5,2,0,1964,Razoável,Sudeste,Rua,D,1.7,0.34,1.47,1.59,7,False,False,True,True,False,True,True,False,438800.0,Alto
IMV01665,Estúdio,Zona Comercial,58,2,1,0,2008,Razoável,Sudeste,Jardim,C,3.6,2.31,0.03,0.2,5,False,False,False,False,False,False,False,False,77300.0,Baixo
IMV01666,Estúdio,Bairro Residencial,77,1,1,8,1980,Para Remodelar,Nordeste,Jardim,E,6.1,0.92,1.31,1.47,4,False,False,False,False,False,True,False,False,67900.0,Baixo
IMV01667,Penthouse,Periferia,183,5,2,2,2024,Como Novo,Sudoeste,Jardim,B,6.9,0.95,0.02,2.13,4,True,False,False,True,False,False,False,False,331900.0,Alto
IMV01668,Penthouse,Periferia,186,5,2,1,2001,Bom,Este,Pátio,C,6.9,1.37,0.31,0.88,3,False,False,False,False,True,False,False,False,341700.0,Alto
IMV01669,Moradia,Centro Histórico,103,2,1,0,2001,Bom,Oeste,Jardim,C,0.0,2.07,0.28,4.83,6,False,False,True,True,False,False,False,False,308700.0,Alto
IMV01670,Moradia,Periferia,140,4,2,0,1966,Para Remodelar,Sudoeste,Jardim,F,6.7,0.54,0.43,0.62,4,False,False,False,False,False,False,False,False,120700.0,Baixo
IMV01671,Moradia,Periferia,108,3,2,0,2022,Novo,Sudeste,Rua,B,7.7,0.82,1.0,2.55,3,False,False,False,False,False,False,False,False,174100.0,Médio
IMV01672,Duplex,Centro Histórico,68,2,2,9,2023,Novo,Nordeste,Cidade,B,0.0,0.46,3.06,0.82,7,False,False,False,False,False,False,False,False,180900.0,Médio
IMV01673,Apartamento,Bairro Residencial,111,3,2,1,1974,Razoável,Sudoeste,Jardim,F,4.2,0.59,1.46,0.57,4,False,False,False,False,False,False,False,False,138200.0,Baixo
IMV01674,Penthouse,Zona Comercial,97,3,2,6,1992,Razoável,Sudoeste,Cidade,E,2.1,0.39,0.15,0.82,7,False,False,False,False,False,False,False,True,283700.0,Médio
IMV01675,Estúdio,Zona Premium,119,3,2,2,1987,Razoável,Sudoeste,Rua,E,2.3,0.8,0.24,0.08,7,False,False,False,False,False,True,False,False,218200.0,Médio
IMV01676,Estúdio,Zona Industrial,78,1,2,0,1971,Razoável,Sudoeste,Pátio,F,8.0,0.29,0.14,9.68,4,True,False,False,False,False,True,False,False,70600.0,Baixo
IMV01677,Apartamento,Centro Histórico,68,1,1,0,2016,Bom,Este,Pátio,A+,0.6,0.14,1.36,0.7,7,True,True,False,False,False,True,False,False,191600.0,Médio
IMV01678,Estúdio,Centro Histórico,72,1,2,2,1984,Razoável,Nordeste,Rua,E,0.0,1.77,0.89,4.98,5,False,False,False,False,True,False,False,False,103400.0,Baixo
IMV01679,Estúdio,Bairro Residencial,68,1,2,10,2023,Novo,Nordeste,Jardim,B,4.5,0.84,0.1,0.02,5,False,False,False,False,False,False,False,False,97400.0,Baixo
IMV01680,Moradia,Centro Histórico,107,2,1,0,2020,Novo,Norte,Pátio,B,0.0,5.45,2.24,3.24,5,False,False,False,False,False,False,True,True,402800.0,Alto
IMV01681,Penthouse,Zona Industrial,86,3,3,3,1965,Razoável,Sudoeste,Jardim,E,9.2,0.09,1.03,1.72,3,False,False,False,False,False,False,False,False,103400.0,Baixo
IMV01682,Apartamento,Centro Histórico,83,3,2,1,2008,Razoável,Sul,Rua,B,0.0,0.01,0.95,10.89,7,False,False,False,False,False,False,False,False,158700.0,Médio
IMV01683,Duplex,Zona Comercial,136,3,2,5,2018,Como Novo,Sul,Jardim,A+,1.8,0.07,0.69,7.92,6,False,False,True,True,True,False,False,False,339800.0,Alto
IMV01684,Estúdio,Bairro Residencial,71,1,2,3,2020,Novo,Noroeste,Jardim,A,3.3,0.7,0.36,0.51,5,False,True,False,False,False,False,False,False,127600.0,Baixo
IMV01685,Penthouse,Bairro Residencial,175,5,3,1,2005,Razoável,Nordeste,Jardim,D,3.1,5.71,0.46,6.1,4,False,False,False,True,False,False,False,False,339600.0,Alto
IMV01686,Apartamento,Centro Histórico,105,2,2,1,1992,Para Remodelar,Norte,Rua,E,0.0,0.41,0.03,3.89,8,True,False,False,True,False,False,True,False,173100.0,Médio
IMV01687,Penthouse,Zona Premium,160,3,3,0,1963,Para Remodelar,Noroeste,Jardim,E,1.4,0.43,0.39,1.08,8,False,False,True,False,False,True,True,True,499100.0,Alto
IMV01688,Moradia,Zona Comercial,131,3,2,0,2009,Razoável,Noroeste,Pátio,C,1.6,2.78,0.04,1.37,5,False,True,False,False,False,True,True,False,302200.0,Alto
IMV01689,Moradia,Periferia,111,3,3,0,1965,Razoável,Este,Rua,E,8.1,4.81,0.45,1.05,3,False,False,False,False,False,False,False,False,131400.0,Baixo
IMV01690,Duplex,Zona Premium,174,3,3,4,1966,Razoável,Sul,Pátio,E,2.0,2.29,1.23,0.94,5,False,False,False,False,False,False,False,False,440600.0,Alto
IMV01691,Penthouse,Bairro Residencial,163,3,2,0,2008,Bom,Noroeste,Pátio,C,4.5,0.77,0.32,0.73,5,True,False,True,False,True,False,True,True,439900.0,Alto
IMV01692,Penthouse,Zona Premium,179,3,2,3,1973,Razoável,Sudeste,Rua,F,4.9,2.06,0.54,8.24,5,False,False,False,False,False,True,False,True,635500.0,Alto
IMV01693,Moradia,Zona Premium,98,3,2,0,1970,Razoável,Noroeste,Pátio,D,1.7,4.65,0.31,4.8,6,True,False,False,False,False,False,False,True,309500.0,Alto
IMV01694,Penthouse,Zona Premium,103,2,2,1,2022,Novo,Nordeste,Pátio,A+,3.0,0.76,0.24,1.43,7,True,True,False,False,False,False,True,False,632600.0,Alto
IMV01695,Estúdio,Zona Comercial,53,2,2,6,1968,Razoável,Sudoeste,Cidade,D,3.4,0.04,0.23,6.4,7,False,False,False,False,False,False,False,False,60900.0,Baixo
IMV01696,Penthouse,Zona Industrial,149,5,2,1,1966,Para Remodelar,Oeste,Rua,D,8.6,0.63,0.06,1.57,3,False,False,True,False,True,False,False,False,160300.0,Médio
IMV01697,Penthouse,Bairro Residencial,137,5,3,0,1960,Razoável,Este,Jardim,E,5.2,2.12,0.48,0.44,4,False,False,False,False,True,False,False,False,290100.0,Médio
IMV01698,Apartamento,Periferia,90,2,1,9,1964,Para Remodelar,Nordeste,Cidade,E,9.5,3.94,0.25,3.79,3,False,False,True,False,False,False,False,False,71800.0,Baixo
IMV01699,Duplex,Bairro Residencial,155,4,3,1,1963,Para Remodelar,Sul,Pátio,E,4.1,0.16,0.27,8.73,6,False,False,False,False,False,True,False,False,205800.0,Médio
IMV01700,Estúdio,Zona Comercial,89,2,2,2,1988,Para Remodelar,Nordeste,Rua,E,2.4,0.24,0.29,7.98,7,False,True,True,False,False,False,False,False,124100.0,Baixo
IMV01701,Apartamento,Bairro Residencial,70,1,1,3,1995,Bom,Sul,Rua,F,6.2,4.19,2.09,3.78,3,False,False,False,False,True,False,False,False,108000.0,Baixo
IMV01702,Duplex,Periferia,89,2,1,2,1990,Para Remodelar,Este,Rua,E,8.6,0.49,0.5,2.68,4,False,False,False,False,False,False,False,True,91000.0,Baixo
IMV01703,Duplex,Periferia,131,3,3,1,1976,Para Remodelar,Nordeste,Jardim,D,6.1,0.09,1.25,0.64,4,False,False,False,False,False,False,False,False,113800.0,Baixo
IMV01704,Apartamento,Zona Premium,94,2,1,4,1968,Razoável,Sudeste,Rua,E,4.3,0.21,0.14,0.76,8,False,False,False,False,False,False,False,True,238000.0,Médio
IMV01705,Estúdio,Zona Premium,96,2,1,5,2022,Novo,Sul,Rua,A+,4.8,1.0,0.07,5.32,6,False,False,False,False,False,False,False,False,252300.0,Médio
IMV01706,Apartamento,Bairro Residencial,88,2,1,0,2023,Novo,Sul,Rua,B,6.2,2.86,0.24,3.75,4,False,False,True,True,False,False,True,True,202000.0,Médio
IMV01707,Duplex,Zona Comercial,131,3,3,1,1989,Razoável,Oeste,Jardim,D,1.9,1.54,1.52,0.26,4,True,False,False,False,False,False,False,True,306400.0,Alto
IMV01708,Penthouse,Zona Industrial,95,2,1,1,1974,Razoável,Oeste,Rua,E,11.4,1.33,0.42,2.24,2,False,False,False,False,False,False,False,True,130700.0,Baixo
IMV01709,Penthouse,Periferia,137,4,2,2,1980,Razoável,Noroeste,Rua,E,7.6,0.62,1.07,12.54,3,False,False,False,False,False,False,True,False,214900.0,Médio
IMV01710,Moradia,Bairro Residencial,87,2,1,0,2024,Novo,Noroeste,Jardim,B,6.7,1.12,0.7,1.66,3,True,True,False,False,True,False,False,False,268500.0,Médio
IMV01711,Duplex,Zona Industrial,131,3,2,0,2020,Novo,Norte,Pátio,B,8.6,2.22,1.42,0.46,1,True,True,False,True,False,False,False,False,198900.0,Médio
IMV01712,Apartamento,Zona Comercial,89,2,1,5,2023,Novo,Nordeste,Rua,A+,3.7,1.26,1.15,2.78,4,False,False,False,False,True,True,True,True,277600.0,Médio
IMV01713,Apartamento,Bairro Residencial,103,2,2,3,1971,Para Remodelar,Este,Rua,E,3.7,0.88,0.37,1.7,5,False,False,False,False,False,True,False,False,114800.0,Baixo
IMV01714,Penthouse,Zona Premium,203,5,2,5,1968,Razoável,Noroeste,Pátio,F,4.8,0.98,0.13,3.42,7,True,False,False,False,True,False,False,False,715100.0,Alto
IMV01715,Estúdio,Bairro Residencial,54,1,2,1,1965,Razoável,Norte,Rua,D,5.9,0.57,1.25,2.4,4,False,False,False,True,False,False,True,False,64300.0,Baixo
IMV01716,Duplex,Zona Comercial,134,4,2,3,2008,Razoável,Noroeste,Jardim,C,1.6,0.05,1.05,1.49,6,True,False,False,False,False,False,False,False,255900.0,Médio
IMV01717,Estúdio,Zona Industrial,81,3,3,3,2000,Bom,Nordeste,Rua,E,8.0,2.41,0.55,3.08,1,False,False,False,False,False,False,False,False,55800.0,Baixo
IMV01718,Estúdio,Zona Industrial,73,1,2,1,2015,Bom,Este,Rua,B,8.7,0.26,0.45,2.56,4,True,False,False,False,False,False,False,True,86700.0,Baixo
IMV01719,Penthouse,Zona Premium,151,3,3,2,2024,Novo,Oeste,Rua,B,1.6,1.5,0.75,2.5,5,False,False,False,False,False,False,False,False,860300.0,Alto
IMV01720,Penthouse,Zona Industrial,152,3,2,4,1961,Para Remodelar,Sudoeste,Rua,F,8.7,0.23,1.06,8.84,3,False,False,True,False,False,False,False,False,163900.0,Médio
IMV01721,Duplex,Zona Comercial,123,3,2,10,1991,Para Remodelar,Oeste,Cidade,E,1.0,0.65,0.15,4.48,6,False,False,False,False,False,False,False,False,181400.0,Médio
IMV01722,Penthouse,Zona Comercial,155,5,2,0,2021,Novo,Sudeste,Pátio,A,3.9,0.09,0.32,4.06,7,True,True,False,False,False,True,True,False,652900.0,Alto
IMV01723,Estúdio,Zona Comercial,39,0,1,8,1999,Bom,Noroeste,Cidade,D,2.2,3.2,0.56,2.19,4,False,False,False,False,False,False,False,False,52100.0,Baixo
IMV01724,Penthouse,Periferia,171,4,2,0,1981,Razoável,Oeste,Jardim,D,8.2,0.13,1.66,0.28,4,True,False,False,False,False,False,True,False,262700.0,Médio
IMV01725,Duplex,Periferia,133,3,2,5,1973,Razoável,Este,Pátio,D,8.0,0.11,0.04,0.2,5,False,False,False,False,False,False,False,False,133900.0,Baixo
IMV01726,Penthouse,Zona Industrial,151,3,2,5,1966,Razoável,Noroeste,Rua,D,11.9,1.65,2.32,20.98,1,False,False,False,False,False,False,False,False,180800.0,Médio
IMV01727,Penthouse,Zona Comercial,106,2,1,7,2024,Novo,Norte,Cidade,A,1.1,3.22,1.43,1.31,4,False,False,False,True,False,False,False,False,388200.0,Alto
IMV01728,Duplex,Bairro Residencial,102,3,2,2,2016,Bom,Oeste,Jardim,B,5.5,0.45,1.53,0.68,5,False,False,False,False,False,False,False,False,200700.0,Médio
IMV01729,Apartamento,Zona Premium,96,2,1,7,2023,Como Novo,Oeste,Jardim,B,4.9,1.52,0.33,2.8,6,True,False,True,False,False,True,False,True,314600.0,Alto
IMV01730,Duplex,Zona Comercial,72,2,1,5,2002,Bom,Sudeste,Rua,D,0.7,0.53,0.12,0.26,6,False,False,False,False,False,True,True,False,201300.0,Médio
IMV01731,Apartamento,Zona Industrial,93,2,1,3,1991,Razoável,Norte,Jardim,D,8.9,0.93,0.92,4.85,2,False,False,False,False,False,False,False,False,70500.0,Baixo
IMV01732,Estúdio,Zona Premium,88,2,1,5,2011,Bom,Este,Rua,C,2.4,1.28,0.39,3.4,6,False,False,False,False,True,False,False,False,200500.0,Médio
IMV01733,Estúdio,Zona Comercial,69,1,2,6,2020,Novo,Sudeste,Serra,A,2.9,0.53,2.12,0.54,5,False,False,False,False,False,False,False,False,116900.0,Baixo
IMV01734,Apartamento,Zona Premium,135,4,2,4,1966,Para Remodelar,Sul,Jardim,D,1.0,1.58,1.0,2.19,5,False,False,False,False,True,False,False,True,279000.0,Médio
IMV01735,Moradia,Centro Histórico,101,3,3,0,2020,Novo,Noroeste,Rua,B,2.0,0.13,0.18,1.96,8,True,False,True,True,False,True,True,False,402000.0,Alto
IMV01736,Apartamento,Bairro Residencial,114,2,1,0,1986,Para Remodelar,Noroeste,Rua,F,6.6,2.17,1.74,2.72,3,True,False,False,False,False,True,False,False,156000.0,Médio
IMV01737,Penthouse,Bairro Residencial,135,4,2,3,2021,Novo,Sul,Jardim,A+,3.2,0.11,0.2,0.96,6,False,False,False,False,False,True,False,False,421000.0,Alto
IMV01738,Moradia,Centro Histórico,160,4,2,0,1973,Para Remodelar,Sul,Rua,D,0.0,0.87,0.06,3.02,7,False,True,False,False,False,False,True,False,336700.0,Alto
IMV01739,Apartamento,Centro Histórico,57,1,1,4,1998,Razoável,Sudoeste,Jardim,F,0.2,0.75,0.44,5.63,7,False,True,True,False,False,False,False,False,139300.0,Baixo
IMV01740,Penthouse,Periferia,153,4,2,1,1982,Razoável,Oeste,Pátio,D,9.9,3.12,0.88,1.31,2,False,True,True,False,False,False,True,False,253100.0,Médio
IMV01741,Moradia,Zona Industrial,132,4,2,0,1981,Razoável,Este,Jardim,D,10.9,1.04,1.45,5.98,1,False,False,False,True,False,False,False,True,149700.0,Baixo
IMV01742,Apartamento,Zona Premium,112,3,2,3,1980,Razoável,Este,Jardim,E,2.4,0.17,0.45,4.8,8,False,False,False,True,False,False,False,False,257600.0,Médio
IMV01743,Duplex,Zona Comercial,104,3,2,4,2022,Como Novo,Sudoeste,Rua,B,0.2,2.16,0.41,2.0,5,False,False,False,True,True,False,False,False,300700.0,Alto
IMV01744,Estúdio,Zona Premium,98,3,3,5,2021,Como Novo,Sudeste,Rua,A,1.5,4.56,1.37,1.28,5,False,True,True,False,True,True,False,True,298700.0,Médio
IMV01745,Apartamento,Zona Premium,143,3,2,1,2023,Novo,Sudeste,Pátio,A+,1.8,1.13,0.04,0.41,6,False,False,True,True,False,True,False,True,542000.0,Alto
IMV01746,Duplex,Periferia,116,2,1,0,1962,Razoável,Noroeste,Rua,E,8.5,3.25,1.0,3.27,2,True,False,False,False,False,False,False,False,129400.0,Baixo
IMV01747,Penthouse,Zona Comercial,176,4,3,4,1980,Para Remodelar,Oeste,Rua,D,2.1,0.18,0.17,5.18,7,False,False,False,True,True,False,False,False,388300.0,Alto
IMV01748,Apartamento,Zona Industrial,81,2,2,3,1968,Para Remodelar,Norte,Pátio,E,11.7,2.1,1.29,0.64,1,False,False,False,False,False,False,False,False,54400.0,Baixo
IMV01749,Estúdio,Zona Industrial,68,1,2,1,2005,Razoável,Oeste,Jardim,C,10.4,0.97,0.37,0.01,3,False,False,False,False,False,False,False,False,43800.0,Baixo
IMV01750,Moradia,Periferia,151,3,2,0,2003,Bom,Noroeste,Jardim,C,8.7,3.39,0.58,3.53,2,False,True,False,True,False,False,False,False,255900.0,Médio
IMV01751,Duplex,Bairro Residencial,100,2,2,1,2024,Novo,Sudeste,Rua,B,4.1,2.61,0.71,1.58,3,False,False,False,False,False,False,False,False,234600.0,Médio
IMV01752,Moradia,Centro Histórico,141,4,2,0,2017,Bom,Este,Rua,A+,0.0,2.35,0.34,3.55,6,False,False,False,False,False,False,False,True,425000.0,Alto
IMV01753,Apartamento,Zona Premium,106,2,1,0,1982,Razoável,Nordeste,Jardim,E,3.5,0.5,0.09,2.11,8,False,True,True,False,False,False,False,False,279400.0,Médio
IMV01754,Duplex,Zona Industrial,86,3,2,3,2024,Como Novo,Oeste,Rua,B,9.9,2.73,0.81,4.77,1,True,False,True,False,False,True,False,False,134500.0,Baixo
IMV01755,Apartamento,Zona Premium,124,5,3,10,1968,Para Remodelar,Oeste,Serra,E,1.7,2.26,0.29,1.02,6,False,True,False,False,False,False,False,False,239400.0,Médio
IMV01756,Estúdio,Zona Industrial,70,1,2,4,2023,Novo,Oeste,Rua,B,9.5,0.92,1.49,2.1,2,False,False,False,False,False,False,False,False,60200.0,Baixo
